nombre,tipo,eslora,manga,calado,año,origen,bandera,imo,puertoDestino,urlPuertoDestino,puertoOrigen,urlPuertoOrigen,ETA,ETAPredecido,distancia,tiempo,rumbo,velocidad,caladoActual,estadoNavegacion,ultimaPosicionRecibida,MMSI,signal,GT,DWT,TEU,crudo,grano,fardo,puerto01_nombre,puerto01_llegada,puerto01_salida,puerto01_tiempo,puerto02_nombre,puerto02_llegada,puerto02_salida,puerto02_tiempo,puerto03_nombre,puerto03_llegada,puerto03_salida,puerto03_tiempo,puerto04_nombre,puerto04_llegada,puerto04_salida,puerto04_tiempo,puerto05_nombre,puerto05_llegada,puerto05_salida,puerto05_tiempo
KASHIMASAN,Crude Oil Tanker,333,60,,2007,,India,9329863,,,,,,-,,,13.9°,13.9 kn,9.0 m,-,"Apr 19, 2023 11:43 UTC",419001728,VTOT,159840,306033,-,,-,-,"Ras Tanura, Saudi Arabia","Apr 7, 23:58","Apr 9, 15:52",1d 15h,"Ras Tanura Anch., Saudi Arabia","Apr 7, 01:33","Apr 7, 23:16",21h 42m,"Vadinar Term., India","Mar 31, 12:42","Apr 2, 21:31",2d 8h,"Basrah Oil Terminal Anch., Iraq","Mar 26, 06:36","Mar 27, 07:11",1d,"Basrah Oil Terminal, Iraq","Mar 24, 15:45","Mar 26, 06:03",1d 14h
COSFLYING LAKE,Crude Oil Tanker,333,60,,2015,,Hong Kong,9698771,,,,,,-,,,297.4°,0.0 kn,-,-,"Apr 15, 2023 00:24 UTC",477967900,VROE4,159819,310421,-,-,-,-,"Dalian, China","Mar 31, 03:36",-,-,"Dalian Anch., China","Mar 25, 14:57","Mar 31, 01:04",5d 10h,"Dalian, China","Mar 22, 01:40","Mar 25, 14:22",3d 12h,"Dalian Anch., China","Mar 20, 21:07","Mar 22, 00:24",1d 3h,,,,
COSRISING LAKE,Crude Oil Tanker,333,60,,2016,,Hong Kong,9735737,,,,,,-,,,118.1°,11.4 kn,8.3 m,-,"Apr 21, 2023 16:09 UTC",477850600,VRQK6,159819,310595,-,-,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 19, 01:30","Apr 20, 00:57",23h 27m,"Ras Tanura Anch., Saudi Arabia","Apr 17, 20:14","Apr 18, 22:07",1d 1h,"Singapore Anch. 5, Singapore","Apr 1, 10:13","Apr 2, 06:29",20h 15m,"Gwangyang, Korea","Mar 23, 00:56","Mar 24, 09:27",1d 8h,"Yeosu Anch., Korea","Mar 18, 23:59","Mar 22, 22:25",3d 22h
YUAN PENG YANG,Crude Oil Tanker,333,60,,2021,,Hong Kong,9847633,,,,,,,,,75.3°,10.6 kn,20.0 m,-,"Apr 7, 2023 04:08 UTC",477648200,VRTU6,159819,310298,-,-,-,-,"Porto Du Acu, Brazil","Mar 22, 10:11","Mar 26, 10:58",4d,"Porto Du Acu Anch., Brazil","Mar 21, 00:00","Mar 22, 08:27",1d 8h,,,,,,,,,,,,
YUAN KUN YANG,Crude Oil Tanker,333,60,,2020,,Hong Kong,9847621,,,,,,-,,,137°,9.7 kn,20.1 m,-,"Apr 20, 2023 00:08 UTC",477615700,VRTM8,159819,310297,-,-,-,-,"Loop Term., United States (USA)","Apr 16, 03:49","Apr 18, 12:48",2d 8h,"Singapore Anch. 4, Singapore","Feb 26, 04:44","Feb 27, 00:48",20h 3m,"Huizhou, China",-,"Feb 21, 05:33",-,,,,,,,,
NEW NAXOS,Crude Oil Tanker,333,60,,2003,,Panama,9259343,,,,,,-,,,90.1°,11.7 kn,10.6 m,-,"Apr 17, 2023 02:48 UTC",351837000,HPNF,159813,299985,-,,-,-,"Ras Tanura, Saudi Arabia","Apr 13, 22:53","Apr 15, 14:59",1d 16h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 5, 04:30","Apr 12, 01:50",6d 21h,"Sika Term., India","Mar 30, 03:27","Apr 2, 02:52",2d 23h,"Sika Anch., India","Mar 26, 05:39","Mar 30, 00:31",3d 18h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 22, 22:26","Mar 23, 12:20",13h 53m
HIRADO,Crude Oil Tanker,330,60,,2011,,Greece,9377420,,,,,,-,,,329°,14.7 kn,18.8 m,-,"Apr 9, 2023 12:29 UTC",241362000,SVCC6,159806,302550,-,,-,-,"Sungai Linggi, Malaysia","Mar 22, 04:55","Mar 23, 08:28",1d 3h,"Singapore Anch. 5, Singapore","Mar 21, 02:33","Mar 21, 15:40",13h 7m,"Sendai, Japan","Mar 3, 01:12","Mar 5, 01:24",2d,"Kashima, Ibaraki, Japan","Mar 1, 03:15","Mar 2, 07:36",1d 4h,"Kiire, Japan","Feb 25, 23:01","Feb 26, 07:46",8h 44m
UGO OCHA,Crude Oil Tanker,330,60,,2000,,Marshall Islands,9172856,,,,,,-,,,0.1°,0.0 kn,18.0 m,At anchor,"Apr 22, 2023 20:29 UTC",538002321,V7HW6,159756,302561,-,,-,-,,,,,,,,,,,,,,,,,,,,
COSBRIGHT LAKE,Crude Oil Tanker,333,60,,2003,,Panama,9263227,,,,,,-,,,321.7°,8.7 kn,11.0 m,Under way,"Apr 23, 2023 00:54 UTC",351165000,HOZX,159730,299079,-,,-,,"Lanshan, China","Mar 31, 06:14","Apr 2, 09:36",2d 3h,"Mina' al Fahl Term., Oman","Mar 4, 21:26","Mar 8, 08:50",3d 11h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 1, 04:02","Mar 2, 14:43",1d 10h,,,,,,,,
TITAN,Crude Oil Tanker,333,60,,2003,,Unknown,9293741,,,,,,-,,,173.7°,0.0 kn,20.0 m,Under way,"Apr 23, 2023 00:55 UTC",613702404,TJ03M,159730,299097,-,,,-,"Qingdao Anch., China","Apr 22, 23:19",-,-,"EOPL Singapore Anch., Singapore","Mar 17, 01:09","Mar 21, 09:18",4d 8h,"EOPL Singapore Anch., Singapore","Mar 16, 07:42","Mar 16, 23:58",16h 16m,"EOPL Singapore Anch., Singapore","Mar 7, 19:22","Mar 10, 10:03",2d 14h,,,,
WIN WIN,Crude Oil Tanker,333,60,,2002,,Unknown,9263215,,,,,,-,,,183°,0.0 kn,12.0 m,Drifting,"Apr 22, 2023 16:25 UTC",356336000,HORS,159730,298833,-,,,-,"Singapore Anch. 4, Singapore","Feb 23, 21:56","Feb 25, 08:16",1d 10h,,,,,,,,,,,,,,,,
DIMITRA II,Crude Oil Tanker,333,60,,2000,,Panama,9208215,,,,,,-,,,294°,0.1 kn,14.4 m,Moored,"Apr 23, 2023 00:52 UTC",355524000,H9EM,159577,298920,-,,-,-,"Lanshan, China","Apr 22, 04:31",-,-,"Lanshan, China","Apr 18, 08:40","Apr 20, 11:10",2d 2h,"Port Dickson Anch., Malaysia","Mar 24, 03:29","Mar 25, 00:53",21h 24m,"Sohar, Oman","Mar 9, 13:17","Mar 11, 20:32",2d 7h,"Singapore Anch. 5, Singapore",-,"Feb 22, 09:37",-
TULJA KALYANI,Crude Oil Tanker,333,60,,2001,,Liberia,9206035,,,,,,-,,,11°,0.0 kn,11.2 m,-,"Apr 21, 2023 13:06 UTC",636022338,5LIH6,159566,299988,-,,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIGH,Crude Oil Tanker,333,60,,2002,,Iran,9237539,,,,,,,,,311°,12.8 kn,11.0 m,-,"Apr 20, 2023 08:56 UTC",422404900,EPRN4,159477,298414,-,,-,-,"EOPL Singapore Anch., Singapore","Apr 12, 01:35","Apr 19, 08:21",7d 6h,"Daqianmen Island, China","Mar 21, 10:09","Mar 26, 05:40",4d 19h,"Daqianmen Island, China","Mar 9, 12:13","Mar 21, 09:20",11d 21h,"Daqianmen Island, China","Mar 6, 05:18","Mar 9, 11:23",3d 6h,"Ningbo Anch., China","Feb 26, 18:59","Mar 1, 02:26",2d 7h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIANNE,Crude Oil Tanker,333,60,,2003,,Panama,9245794,,,,,,-,,,260.5°,1.5 kn,11.0 m,Under way,"Apr 22, 2023 18:57 UTC",352002370,3E2298,159456,298330,-,,-,-,"Singapore Anch. 5, Singapore","Mar 15, 04:52","Mar 17, 13:08",2d 8h,,,,,,,,,,,,,,,,
LA BALENA,Crude Oil Tanker,333,60,,2001,,Djibouti,9230969,,,,,,,,,334°,11.5 kn,-,-,"Mar 1, 2023 00:05 UTC",621819076,J2GG,159456,298330,-,,-,-,,,,,,,,,,,,,,,,,,,,
SA HORIZON,FSO,333,60,,2001,,Marshall Islands,9233272,,,,,,-,,,44°,0.1 kn,20.0 m,At anchor,"Apr 23, 2023 00:51 UTC",538006869,V7AV7,159456,298412,-,,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS BRILLIANCE,FSO,333,60,,1998,,Panama,9153513,,,,,,-,,,166°,0.1 kn,14.0 m,-,"Feb 6, 2023 04:16 UTC",538002131,3E3860,159423,300058,-,,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEMUR,Crude Oil Tanker,333,60,,1998,,Cameroon,9153525,,,,,,-,,,195°,0.9 kn,9.9 m,-,"Apr 14, 2023 06:18 UTC",613569709,TJM0121,159423,299986,-,,-,-,"Ningbo Anch., China","Apr 7, 05:58","Apr 7, 15:19",9h 20m,"EOPL Singapore Anch., Singapore","Mar 27, 10:57","Mar 28, 09:27",22h 30m,"EOPL Singapore Anch., Singapore","Mar 24, 09:24","Mar 27, 09:38",3d,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPA,Crude Oil Tanker,333,60,,2006,,Panama,9331244,,,,,,-,,,339.1°,0.0 kn,20.0 m,At anchor,"Apr 23, 2023 00:57 UTC",352001096,3E2453,159407,299235,-,,-,-,,,,,,,,,,,,,,,,,,,,
CRYSTAL STAR,FSO,333,60,,2000,,Thailand,9182318,,,,,,-,,,251.2°,0.0 kn,9.7 m,At anchor,"Apr 23, 2023 00:43 UTC",567583000,HSB7154,159397,298570,-,,-,-,"Singapore Anch. 4, Singapore","Mar 23, 04:16","Apr 1, 02:22",8d 22h,"EOPL Singapore Anch., Singapore","Mar 20, 18:43","Mar 22, 02:17",1d 7h,"Tanjung Pelepas Anch., Malaysia",-,"Mar 20, 04:20",-,,,,,,,,
KIN A,Crude Oil Tanker,333,60,,2000,,Panama,9176993,,,,,,-,,,356.3°,0.0 kn,11.3 m,Under way,"Apr 23, 2023 00:56 UTC",371672000,3FTQ9,159397,298620,-,,-,-,,,,,,,,,,,,,,,,,,,,
ROMA,Crude Oil Tanker,333,60,,2000,,Panama,9182291,,,,,,-,,,112.2°,9.7 kn,21.1 m,-,"Apr 15, 2023 00:44 UTC",613884000,TJMC800,159397,298552,-,,-,-,"Sharjah, United Arab Emirates (UAE)","Apr 1, 13:47","Apr 9, 03:50",7d 14h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 31, 04:14","Mar 31, 23:54",19h 39m,"Singapore Anch. 4, Singapore","Mar 15, 01:16","Mar 18, 22:33",3d 21h,"EOPL Singapore Anch., Singapore","Mar 13, 05:48","Mar 14, 16:53",1d 11h,"Manila Anch., Philippines","Mar 5, 15:41","Mar 8, 12:13",2d 20h
AQUARIUS STAR,FSO,333,60,,2001,,Thailand,9196618,,,,,,-,,,158.2°,0.0 kn,18.0 m,Moored,"Apr 23, 2023 00:53 UTC",567581000,HSB7121,159397,298641,-,,-,-,,,,,,,,,,,,,,,,,,,,
UMBA,FSO,333,60,,2001,,Russia,9196620,,,,,,-,,,0°,0.0 kn,10.6 m,-,"Apr 16, 2023 02:02 UTC",273387920,UEIW,159397,300259,-,,-,-,,,,,,,,,,,,,,,,,,,,
ELVA,Crude Oil Tanker,333,60,,2002,,Sao Tome & Principe,9196644,,,,,,-,,,308°,0.1 kn,20.5 m,At anchor,"Apr 23, 2023 00:52 UTC",668116202,S9A3,159383,298465,-,,-,-,"Pengerang, Malaysia","Mar 17, 23:08","Mar 20, 06:02",2d 6h,,,,,,,,,,,,,,,,
ONRENSE,Crude Oil Tanker,333,60,,2002,,Panama,9196632,,,,,,-,,,186°,0.1 kn,11.5 m,Under way,"Apr 23, 2023 00:57 UTC",352001069,3E2106,159383,298561,-,,-,-,,,,,,,,,,,,,,,,,,,,
FPSO CIDADE DE MANGARATIBA MV24,Offshore Support Vessel,332,58,,1992,,Bahamas,9001007,,,,,,-,,,312.9°,0.0 kn,6.2 m,-,"Apr 15, 2023 09:03 UTC",311076500,C6AD5,159202,282286,-,,-,-,,,,,,,,,,,,,,,,,,,,
SC ENTERPRISE LIX,FSO,333,58,,2000,,Indonesia,9200835,,,,,,-,,,174.1°,0.6 kn,16.0 m,-,"Apr 10, 2023 23:10 UTC",525019531,PNGJ,159187,308491,-,,-,-,"Tuban Anch., Indonesia","Apr 5, 05:27","Apr 10, 11:38",5d 6h,"Tuban Anch., Indonesia","Mar 29, 07:58","Apr 3, 08:03",5d,"Tuban Anch., Indonesia","Mar 20, 12:27","Mar 27, 03:53",6d 15h,"Tuban Anch., Indonesia","Mar 12, 10:08","Mar 19, 04:21",6d 18h,,,,
ASTERIX,Crude Oil Tanker,333,58,,2000,,Unknown,9181194,,,,,,-,,,65.3°,9.8 kn,20.5 m,-,"Apr 20, 2023 10:24 UTC",613811694,TJM0050,159187,308491,-,,-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 10, 06:45","Apr 12, 23:11",2d 16h,"Singapore Anch. 5, Singapore","Mar 26, 22:49","Mar 27, 17:28",18h 39m,"EOPL Singapore Anch., Singapore","Mar 25, 05:50","Mar 26, 17:10",1d 11h,"EOPL Singapore Anch., Singapore","Mar 15, 05:30","Mar 18, 00:45",2d 19h,"EOPL Singapore Anch., Singapore","Mar 9, 08:43","Mar 12, 09:37",3d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCONA,Crude Oil Tanker,333,60,,2019,,Greece,9828338,,,,,,-,,,97.6°,10.8 kn,19.9 m,-,"Apr 22, 2023 03:58 UTC",241622000,SVDB2,159176,299999,-,-,-,-,"Djeno Oil Field Term., Congo","Apr 13, 09:04","Apr 14, 18:56",1d 9h,"Pointe Noire Anch., Congo","Apr 4, 04:55","Apr 13, 07:13",9d 2h,"Kaombo Oil Field Term., Unknown","Apr 2, 04:37","Apr 3, 15:15",1d 10h,"Singapore Anch. 4, Singapore","Feb 28, 15:35","Mar 2, 02:14",1d 10h,,,,
DHT BAUHINIA,Crude Oil Tanker,332,58,,2007,,Hong Kong,9315070,,,,,,-,,,55.4°,6.1 kn,21.0 m,-,"Apr 17, 2023 09:11 UTC",477392900,VRSY3,159158,301019,-,,-,-,"Basrah Oil Terminal Anch., Iraq","Apr 2, 05:26","Apr 3, 04:50",23h 24m,"Basrah Oil Terminal, Iraq","Mar 29, 07:10","Apr 2, 04:57",3d 21h,"Basrah Oil Terminal Anch., Iraq","Mar 28, 19:01","Mar 29, 05:28",10h 27m,"Singapore Anch. 5, Singapore","Mar 15, 12:09","Mar 16, 03:58",15h 49m,"Sriracha Term., Thailand","Mar 9, 10:03","Mar 12, 17:33",3d 7h
MAGNOLIA,Crude Oil Tanker,332,58,,2004,,Hong Kong,9258519,,,,,,,,,289.6°,13.6 kn,11.5 m,-,"Apr 19, 2023 12:19 UTC",477401400,VRSY6,159087,298563,-,,-,-,"Singapore Anch. 4, Singapore","Mar 29, 08:26","Mar 31, 12:11",2d 3h,"Dongjiakou, China","Mar 18, 04:23","Mar 20, 23:27",2d 19h,"Singapore Anch. 5, Singapore","Feb 22, 07:06","Feb 22, 14:36",7h 29m,,,,,,,,
LAUREN II,Crude Oil Tanker,332,58,,2004,,Panama,9258521,,,,,,,,,316.2°,12.0 kn,12.0 m,-,"Apr 14, 2023 00:27 UTC",355070000,3FCU5,159087,298564,-,,-,-,"Singapore Anch. 5, Singapore","Apr 11, 06:32","Apr 13, 00:13",1d 17h,"EOPL Singapore Anch., Singapore","Mar 23, 20:46","Apr 11, 02:03",18d 5h,"Bayuquan, China","Mar 9, 07:51","Mar 14, 00:09",4d 16h,"Bayuquan Anch., China","Mar 8, 20:30","Mar 9, 06:40",10h 10m,,,,
MARAN CANOPUS,Crude Oil Tanker,332,60,,2007,,Greece,9330563,,,,,,-,,,118°,13.6 kn,20.5 m,-,"Apr 18, 2023 17:15 UTC",240677000,SXUQ,159027,320475,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 10, 22:36","Apr 11, 23:33",1d,"Ras Tanura Anch., Saudi Arabia","Apr 9, 08:28","Apr 10, 19:25",1d 10h,"Das Island Term., United Arab Emirates (UAE)","Apr 7, 11:23","Apr 8, 09:07",21h 44m,"Das Island Anch., United Arab Emirates (UAE)","Apr 6, 17:47","Apr 7, 08:58",15h 10m,"Singapore Anch. 4, Singapore","Mar 25, 06:24","Mar 26, 14:20",1d 7h
MARAN CAPRICORN,Crude Oil Tanker,333,60,,2008,,Greece,9389019,,,,,,-,,,230°,0.0 kn,10.9 m,-,"Apr 13, 2023 00:01 UTC",240755000,SWCI,159026,320513,-,,-,-,"Qushan Island, China","Apr 7, 16:24",-,-,"Qushan Island Anch., China","Apr 7, 08:19","Apr 7, 16:22",8h 2m,"Zhoushan Anch., China","Apr 5, 04:17","Apr 6, 21:07",1d 16h,"Zhoushan Pt Anch., China","Apr 3, 10:19","Apr 5, 03:36",1d 17h,"Zhoushan Anch., China","Apr 3, 04:19","Apr 3, 09:39",5h 20m
A JEWEL,FSO,332,58,,2002,,Liberia,9244867,,,,,,-,,,284°,0.0 kn,15.8 m,At anchor,"Apr 23, 2023 00:49 UTC",636019531,D5UX7,159016,305178,-,,-,-,,,,,,,,,,,,,,,,,,,,
BALU,FSO,332,58,,2001,,Cameroon,9235244,,,,,,,,,305°,12.9 kn,11.0 m,-,"Apr 16, 2023 04:22 UTC",613469620,TMJ0133,159016,305704,-,,-,-,"Kizomba Oil Field Term., Unknown","Apr 6, 09:07","Apr 7, 11:43",1d 2h,"Singapore Anch. 4, Singapore","Feb 23, 17:58","Mar 10, 10:30",14d 16h,"Singapore Anch. 5, Singapore","Feb 21, 14:48","Feb 23, 15:32",2d,,,,,,,,
FPSO CARIOCA MV30,Offshore Support Vessel,332,58,,2004,,Bahamas,9235256,,,,,,-,,,149.4°,0.1 kn,1.0 m,-,"Apr 15, 2023 09:18 UTC",311000768,C6DS3,159016,305688,-,,-,-,,,,,,,,,,,,,,,,,,,,
ANSHUN II,Crude Oil Tanker,332,58,,2003,,Panama,9253117,,,,,,,,,72.5°,7.1 kn,21.0 m,-,"Apr 13, 2023 07:13 UTC",356569000,3FWU9,158993,298717,-,,-,-,,,,,,,,,,,,,,,,,,,,
ARAGONA,Crude Oil Tanker,333,60,,2012,,Greece,9513115,,,,,,-,,,240.6°,15.4 kn,11.1 m,Under way,"Apr 23, 2023 00:51 UTC",241162000,SVBM3,158970,319319,-,,-,-,"Rotterdam, Netherlands","Apr 9, 13:22","Apr 11, 00:04",1d 10h,"Rotterdam Maasvlakte, Netherlands","Apr 7, 08:52","Apr 9, 12:53",2d 4h,"Ingleside, United States (USA)","Mar 10, 18:21","Mar 12, 17:21",1d 23h,"Corpus Christi Anch., United States (USA)","Mar 10, 04:33","Mar 10, 16:40",12h 6m,,,,
ACE PORTER,Crude Oil Tanker,332,58,,2008,,Hong Kong,9315082,,,,,,,,,317.2°,14.5 kn,11.5 m,-,"Apr 17, 2023 00:36 UTC",477007600,VRDJ9,158912,301021,-,,-,-,"Singapore Anch. 5, Singapore","Apr 14, 02:45","Apr 16, 01:46",1d 23h,"Zhoushan Anch., China","Apr 7, 04:07","Apr 7, 08:43",4h 36m,"Ningbo Anch., China","Apr 6, 12:41","Apr 7, 02:14",13h 33m,"Lanshan, China","Feb 25, 00:55","Feb 27, 01:54",2d,,,,
SEAWAYS KILIMANJARO,Crude Oil Tanker,330,55,,2012,,Marshall Islands,9563237,,,,,,-,,,287°,13.9 kn,11.1 m,-,"Apr 13, 2023 17:26 UTC",538004169,V7VO2,158618,296999,-,,-,-,"Singapore Anch. 4, Singapore","Mar 24, 23:03","Mar 27, 08:38",2d 9h,"Mizushima, Japan","Mar 15, 05:05","Mar 17, 00:46",1d 19h,"Kawasaki, Japan","Mar 11, 02:51","Mar 13, 00:43",1d 21h,,,,,,,,
CAESAR,Crude Oil Tanker,333,60,,2009,,Malta,9389265,,,,,,-,,,298°,0.0 kn,11.0 m,At anchor,"Apr 23, 2023 01:00 UTC",249838000,9HA2033,158536,318440,-,,-,-,"Singapore Anch. 4, Singapore","Apr 21, 16:16",-,-,"Sungai Linggi, Malaysia","Apr 16, 01:12","Apr 21, 02:12",5d 1h,"Ingleside, United States (USA)","Feb 21, 22:04","Feb 24, 17:35",2d 19h,"Corpus Christi Anch., United States (USA)",-,"Feb 21, 19:37",-,,,,
ASTRO CHLOE,Crude Oil Tanker,333,60,,2009,,Greece,9389253,,,,,,,,,336°,10.3 kn,11.1 m,-,"Apr 21, 2023 11:57 UTC",240839000,SVAL7,158536,318440,-,,-,-,"Singapore Anch. 5, Singapore","Mar 26, 21:21","Mar 29, 23:59",3d 2h,"Ningbo, China","Mar 17, 07:39","Mar 20, 02:40",2d 19h,"Ningbo Anch., China","Mar 16, 17:06","Mar 17, 04:24",11h 18m,"Ju'aymah Oil Field Term., Saudi Arabia","Feb 23, 01:54","Feb 24, 20:06",1d 18h,"Ras Tanura Anch., Saudi Arabia","Feb 21, 20:41","Feb 22, 23:10",1d 2h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHTEN,Crude Oil Tanker,344,56,,1993,,Comoros,9002594,,,,,,-,,,151°,10.9 kn,21.0 m,-,"Jul 19, 2022 16:29 UTC",538004960,V7AB9,158475,298900,-,,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIU YUE,Crude Oil Tanker,332,58,,2007,,Palau,9323429,,,,,,,,,224.7°,13.2 kn,22.0 m,-,"Oct 12, 2022 02:45 UTC",511100665,T8A3852,158463,305749,-,,-,-,,,,,,,,,,,,,,,,,,,,
TAKAMATSU MARU,Crude Oil Tanker,333,60,,2012,,Japan,9478676,,,,,,,,,309.2°,11.9 kn,10.4 m,-,"Apr 20, 2023 10:38 UTC",432831000,7JJG,158424,311087,,-,-,-,"Sakai, Japan","Apr 6, 00:49","Apr 7, 04:31",1d 3h,"Kawasaki, Japan","Apr 1, 00:48","Apr 3, 02:16",2d 1h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 6, 04:43","Mar 6, 12:53",8h 9m,"Fujairah, United Arab Emirates (UAE)","Mar 4, 06:22","Mar 6, 04:13",1d 21h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Feb 28, 01:12","Mar 4, 05:53",4d 4h
NELLIS,Crude Oil Tanker,332,58,,2007,,Liberia,9322267,,,,,,-,,,158°,12.5 kn,11.2 m,-,"Mar 20, 2023 00:47 UTC",636022550,5LJI8,158244,306507,-,,-,-,"As Suways (Suez) Anch., Egypt",-,"Mar 19, 22:16",-,,,,,,,,,,,,,,,,
EAGLE VALENCE,Crude Oil Tanker,330,60,-,2022,-,France,9910234,,,,,,-,,,316.6°,10.0 kn,11.6 m,Under way,"Apr 23, 2023 00:45 UTC",228423700,FMSD,158244,289999,-,-,-,-,"Singapore Anch. 3, Singapore","Apr 19, 20:48","Apr 21, 20:57",2d,"Shuidong Pt Anch., China","Apr 13, 16:16","Apr 14, 02:59",10h 43m,"Qingdao, China","Apr 6, 03:05","Apr 8, 13:24",2d 10h,"Qingdao Anch., China","Apr 3, 02:16","Apr 6, 01:50",2d 23h,"La Paloma Anch., Uruguay",-,"Feb 21, 19:00",-
EAGLE VALLERY,Crude Oil Tanker,329,60,-,2022,-,Malaysia,9910246,,,,,,-,,,108.7°,4.3 kn,14.2 m,-,"Apr 21, 2023 12:20 UTC",533132279,9M2547,158244,299473,-,-,-,-,"Porto Du Acu, Brazil","Apr 18, 15:37",-,-,"Porto Du Acu Anch., Brazil","Apr 14, 09:15","Apr 18, 14:18",4d 5h,"Singapore Anch. 5, Singapore","Mar 6, 20:33","Mar 8, 02:35",1d 6h,"Mailiao, Taiwan","Feb 27, 06:35","Mar 1, 13:00",2d 6h,,,,
SEAWAYS EVEREST,Crude Oil Tanker,330,60,,2010,,Marshall Islands,9400679,,,,,,-,,,240.3°,0.1 kn,11.0 m,At anchor,"Apr 23, 2023 00:53 UTC",538003712,V7SS6,158234,296907,-,,-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 20, 23:52",-,-,"Singapore Anch. 4, Singapore","Apr 3, 17:15","Apr 9, 00:23",5d 7h,"Ningbo Anch., China","Mar 26, 23:18","Mar 27, 15:51",16h 33m,"Lanshan, China","Mar 23, 04:27","Mar 25, 02:23",1d 21h,"Huizhou, China","Mar 14, 02:40","Mar 16, 04:12",2d 1h
TAKAOKA,Crude Oil Tanker,333,60,,2011,,Japan,9478664,,,,,,,,,55.6°,11.4 kn,20.1 m,-,"Apr 20, 2023 04:45 UTC",431385000,7JYC,158218,311061,,,-,-,"Ras Tanura, Saudi Arabia","Apr 5, 12:45","Apr 7, 09:56",1d 21h,"Ras Tanura Anch., Saudi Arabia","Mar 29, 21:53","Apr 5, 08:09",6d 10h,"Mizushima, Japan","Mar 5, 06:37","Mar 7, 04:52",1d 22h,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT ISLAND,Crude Oil Tanker,334,58,,1998,,Honduras,9166675,,,,,,-,,,311.8°,0.0 kn,11.0 m,-,"Apr 21, 2023 19:51 UTC",334017000,HQAI6,157976,311189,-,,-,-,"EOPL Singapore Anch., Singapore","Apr 19, 22:38",-,-,"Tanjung Pelepas Anch., Malaysia","Apr 13, 02:45","Apr 19, 12:22",6d 9h,"EOPL Singapore Anch., Singapore","Mar 20, 09:45","Apr 12, 13:44",23d 3h,"Tanjung Pelepas Anch., Malaysia","Mar 17, 14:35","Mar 19, 21:25",2d 6h,,,,
ROZA,Crude Oil Tanker,334,58,,2000,,Cameroon,9197909,,,,,,-,,,130°,1.0 kn,12.0 m,Under way,"Apr 22, 2023 23:30 UTC",613742000,TJMC707,157883,309497,-,,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGERA,Crude Oil Tanker,332,58,,2002,,Djibouti,9237072,,,,,,-,,,302°,7.8 kn,11.0 m,Under way,"Apr 23, 2023 00:55 UTC",621819061,J2JR,157878,299222,-,,-,-,"EOPL Singapore Anch., Singapore","Apr 14, 04:47","Apr 22, 09:58",8d 5h,"Singapore Anch. 5, Singapore","Apr 2, 06:37","Apr 14, 01:24",11d 18h,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
